id,title,normalized_title,dblp_key,publication_type,year,journal,booktitle,volume,number,pages,publisher,series,editor,url,doi,ee,biburl,bibsource,abstract,keywords,timestamp,citation_count,has_faculty_author,author_count,source_pid,source_pids,created_at,updated_at
47,"Two metaheuristic approaches for the multiple traveling salesperson
problem",two metaheuristic approaches for the multiple traveling salesperson problem,DBLP:journals/asc/VenkateshS15,article,2015,Appl. Soft Comput.,,26,,74--89,,,,https://doi.org/10.1016/j.asoc.2014.09.029,10.1016/J.ASOC.2014.09.029,,https://dblp.org/rec/journals/asc/VenkateshS15.bib,"dblp computer science bibliography, https://dblp.org",,,"Sat, 19 Oct 2019 01:00:00 +0200",0,True,2,01/1744-1,01/1744-1,2026-01-31 22:35:55.791900,2026-01-31 22:35:55.797160
48,"Swarm intelligence approaches for cover scheduling problem in wireless
sensor networks",swarm intelligence approaches for cover scheduling problem in wireless sensor networks,DBLP:journals/ijbic/GopinadhS15,article,2015,Int. J. Bio Inspired Comput.,,7,1,50--61,,,,https://doi.org/10.1504/IJBIC.2015.067987,10.1504/IJBIC.2015.067987,,https://dblp.org/rec/journals/ijbic/GopinadhS15.bib,"dblp computer science bibliography, https://dblp.org",,,"Fri, 03 Jul 2020 01:00:00 +0200",0,True,2,01/1744-1,01/1744-1,2026-01-31 22:35:55.797607,2026-01-31 22:35:55.800246
49,"A hybrid swarm intelligence approach to the registration area planning
problem",a hybrid swarm intelligence approach to the registration area planning problem,DBLP:journals/isci/ChaurasiaS15,article,2015,Inf. Sci.,,302,,50--69,,,,https://doi.org/10.1016/j.ins.2015.01.012,10.1016/J.INS.2015.01.012,,https://dblp.org/rec/journals/isci/ChaurasiaS15.bib,"dblp computer science bibliography, https://dblp.org",,,"Sat, 19 Oct 2019 01:00:00 +0200",0,True,2,01/1744-1,01/1744-1,2026-01-31 22:35:55.803494,2026-01-31 22:35:55.809639
50,Metaheuristic Approaches for the Blockmodel Problem,metaheuristic approaches for the blockmodel problem,DBLP:journals/sj/Sundar015,article,2015,IEEE Syst. J.,,9,4,1237--1247,,,,https://doi.org/10.1109/JSYST.2014.2342931,10.1109/JSYST.2014.2342931,,https://dblp.org/rec/journals/sj/Sundar015.bib,"dblp computer science bibliography, https://dblp.org",,,"Thu, 14 Oct 2021 01:00:00 +0200",0,True,2,01/1744-1,01/1744-1,2026-01-31 22:35:55.810061,2026-01-31 22:35:55.815184
51,An Ant Colony Optimization Approach for the Dominating Tree Problem,an ant colony optimization approach for the dominating tree problem,DBLP:conf/semcco/SundarC015,conference,2015,,"Swarm, Evolutionary, and Memetic Computing - 6th International Conference,
SEMCCO 2015, Hyderabad, India, December 18-19, 2015, Revised Selected
Papers",9873,,143--153,Springer,Lecture Notes in Computer Science,"Bijaya Ketan Panigrahi, Ponnuthurai Nagaratnam Suganthan, Swagatam Das, Suresh Chandra Satapathy",https://doi.org/10.1007/978-3-319-48959-9_13,10.1007/978-3-319-48959-9_13,,https://dblp.org/rec/conf/semcco/SundarC015.bib,"dblp computer science bibliography, https://dblp.org",,,"Sat, 19 Oct 2019 01:00:00 +0200",0,True,3,01/1744-1,01/1744-1,2026-01-31 22:35:55.815636,2026-01-31 22:35:55.823910
52,A hybrid evolutionary approach to the registration area planning problem,a hybrid evolutionary approach to the registration area planning problem,DBLP:journals/apin/ChaurasiaS14,article,2014,Appl. Intell.,,41,4,1127--1149,,,,https://doi.org/10.1007/s10489-014-0582-5,10.1007/S10489-014-0582-5,,https://dblp.org/rec/journals/apin/ChaurasiaS14.bib,"dblp computer science bibliography, https://dblp.org",,,"Sat, 19 Oct 2019 01:00:00 +0200",0,True,2,01/1744-1,01/1744-1,2026-01-31 22:35:55.824188,2026-01-31 22:35:55.829687
53,"An effective heuristic for construction of all-to-all minimum power
broadcast trees in wireless networks",an effective heuristic for construction of alltoall minimum power broadcast trees in wireless networks,DBLP:conf/icacci/BhukyaS14,conference,2014,,"2014 International Conference on Advances in Computing, Communications
and Informatics, ICACCI 2014, Delhi, India, September 24-27, 2014",,,74--79,IEEE,,,https://doi.org/10.1109/ICACCI.2014.6968540,10.1109/ICACCI.2014.6968540,,https://dblp.org/rec/conf/icacci/BhukyaS14.bib,"dblp computer science bibliography, https://dblp.org",,,"Sat, 19 Oct 2019 01:00:00 +0200",0,True,2,01/1744-1,01/1744-1;05/2858,2026-01-31 22:35:55.830153,2026-01-31 22:35:55.835852
54,"A Hybrid Artificial Bee Colony Algorithm for the Terminal Assignment
Problem",a hybrid artificial bee colony algorithm for the terminal assignment problem,DBLP:conf/semcco/BandaS14,conference,2014,,"Swarm, Evolutionary, and Memetic Computing - 5th International Conference,
SEMCCO 2014, Bhubaneswar, India, December 18-20, 2014, Revised Selected
Papers",8947,,134--144,Springer,Lecture Notes in Computer Science,"Bijaya Ketan Panigrahi, Ponnuthurai Nagaratnam Suganthan, Swagatam Das",https://doi.org/10.1007/978-3-319-20294-5_12,10.1007/978-3-319-20294-5_12,,https://dblp.org/rec/conf/semcco/BandaS14.bib,"dblp computer science bibliography, https://dblp.org",,,"Sat, 19 Oct 2019 01:00:00 +0200",0,True,2,01/1744-1,01/1744-1,2026-01-31 22:35:55.836297,2026-01-31 22:35:55.840947
55,A Novel ELM K-Means Algorithm for Clustering,a novel elm kmeans algorithm for clustering,DBLP:conf/semcco/AlshamiriSS14,conference,2014,,"Swarm, Evolutionary, and Memetic Computing - 5th International Conference,
SEMCCO 2014, Bhubaneswar, India, December 18-20, 2014, Revised Selected
Papers",8947,,212--222,Springer,Lecture Notes in Computer Science,"Bijaya Ketan Panigrahi, Ponnuthurai Nagaratnam Suganthan, Swagatam Das",https://doi.org/10.1007/978-3-319-20294-5_19,10.1007/978-3-319-20294-5_19,,https://dblp.org/rec/conf/semcco/AlshamiriSS14.bib,"dblp computer science bibliography, https://dblp.org",,,"Fri, 27 Mar 2020 00:00:00 +0100",0,True,3,01/1744-1,01/1744-1;50/1424,2026-01-31 22:35:55.841224,2026-01-31 22:35:55.850792
56,An artificial bee colony algorithm for minimum weight dominating set,an artificial bee colony algorithm for minimum weight dominating set,DBLP:conf/swis/NitashS14,conference,2014,,"2014 IEEE Symposium on Swarm Intelligence, SIS 2014, Orlando,
FL, USA, December 9-12, 2014",,,313--319,IEEE,,,https://doi.org/10.1109/SIS.2014.7011811,10.1109/SIS.2014.7011811,,https://dblp.org/rec/conf/swis/NitashS14.bib,"dblp computer science bibliography, https://dblp.org",,,"Sat, 19 Oct 2019 01:00:00 +0200",0,True,2,01/1744-1,01/1744-1,2026-01-31 22:35:55.851270,2026-01-31 22:35:55.853761
57,"A genetic algorithm based exact approach for lifetime maximization
of directional sensor networks",a genetic algorithm based exact approach for lifetime maximization of directional sensor networks,DBLP:journals/adhoc/SinghR13,article,2013,Ad Hoc Networks,,11,3,1006--1021,,,,https://doi.org/10.1016/j.adhoc.2012.11.004,10.1016/J.ADHOC.2012.11.004,,https://dblp.org/rec/journals/adhoc/SinghR13.bib,"dblp computer science bibliography, https://dblp.org",,,"Sat, 19 Oct 2019 01:00:00 +0200",0,True,2,01/1744-1,01/1744-1,2026-01-31 22:35:55.857879,2026-01-31 22:35:55.862584
58,Hybrid metaheuristic algorithms for minimum weight dominating set,hybrid metaheuristic algorithms for minimum weight dominating set,DBLP:journals/asc/PotluriS13,article,2013,Appl. Soft Comput.,,13,1,76--88,,,,https://doi.org/10.1016/j.asoc.2012.07.009,10.1016/J.ASOC.2012.07.009,,https://dblp.org/rec/journals/asc/PotluriS13.bib,"dblp computer science bibliography, https://dblp.org",,,"Sat, 19 Oct 2019 01:00:00 +0200",0,True,2,01/1744-1,01/1744-1;16/5380,2026-01-31 22:35:55.862870,2026-01-31 22:35:55.865591
59,New heuristic approaches for the dominating tree problem,new heuristic approaches for the dominating tree problem,DBLP:journals/asc/SundarS13,article,2013,Appl. Soft Comput.,,13,12,4695--4703,,,,https://doi.org/10.1016/j.asoc.2013.07.014,10.1016/J.ASOC.2013.07.014,,https://dblp.org/rec/journals/asc/SundarS13.bib,"dblp computer science bibliography, https://dblp.org",,,"Sat, 19 Oct 2019 01:00:00 +0200",0,True,2,01/1744-1,01/1744-1,2026-01-31 22:35:55.868969,2026-01-31 22:35:55.874200
60,Lifetime maximization in wireless directional sensor network,lifetime maximization in wireless directional sensor network,DBLP:journals/eor/RossiSS13,article,2013,Eur. J. Oper. Res.,,231,1,229--241,,,,https://doi.org/10.1016/j.ejor.2013.05.033,10.1016/J.EJOR.2013.05.033,,https://dblp.org/rec/journals/eor/RossiSS13.bib,"dblp computer science bibliography, https://dblp.org",,,"Fri, 21 Feb 2020 00:00:00 +0100",0,True,3,01/1744-1,01/1744-1,2026-01-31 22:35:55.874668,2026-01-31 22:35:55.883402
61,"Metaheuristic algorithms for computing capacitated dominating set
with uniform and variable capacities",metaheuristic algorithms for computing capacitated dominating set with uniform and variable capacities,DBLP:journals/swevo/PotluriS13,article,2013,Swarm Evol. Comput.,,13,,22--33,,,,https://doi.org/10.1016/j.swevo.2013.06.002,10.1016/J.SWEVO.2013.06.002,,https://dblp.org/rec/journals/swevo/PotluriS13.bib,"dblp computer science bibliography, https://dblp.org",,,"Sat, 22 Feb 2020 00:00:00 +0100",0,True,2,01/1744-1,01/1744-1;16/5380,2026-01-31 22:35:55.883693,2026-01-31 22:35:55.888944
62,"A study on energy issues in construction of all-to-all minimum power
broadcast (A2A MPB) trees in wireless networks",a study on energy issues in construction of alltoall minimum power broadcast a2a mpb trees in wireless networks,DBLP:conf/icacci/BhukyaS13,conference,2013,,"International Conference on Advances in Computing, Communications
and Informatics, ICACCI 2013, Mysore, India, August 22-25, 2013",,,1496--1501,IEEE,,,https://doi.org/10.1109/ICACCI.2013.6637401,10.1109/ICACCI.2013.6637401,,https://dblp.org/rec/conf/icacci/BhukyaS13.bib,"dblp computer science bibliography, https://dblp.org",,,"Sat, 19 Oct 2019 01:00:00 +0200",0,True,2,01/1744-1,01/1744-1;05/2858,2026-01-31 22:35:55.889391,2026-01-31 22:35:55.894643
63,"An Ant Colony Optimization Algorithm for the Min-Degree Constrained
Minimum Spanning Tree Problem",an ant colony optimization algorithm for the mindegree constrained minimum spanning tree problem,DBLP:conf/semcco/MurthyS13,conference,2013,,"Swarm, Evolutionary, and Memetic Computing - 4th International Conference,
SEMCCO 2013, Chennai, India, December 19-21, 2013, Proceedings,
Part II",8298,,85--94,Springer,Lecture Notes in Computer Science,"Bijaya Ketan Panigrahi, Ponnuthurai Nagaratnam Suganthan, Swagatam Das, Subhransu Sekhar Dash",https://doi.org/10.1007/978-3-319-03756-1_8,10.1007/978-3-319-03756-1_8,,https://dblp.org/rec/conf/semcco/MurthyS13.bib,"dblp computer science bibliography, https://dblp.org",,,"Sat, 19 Oct 2019 01:00:00 +0200",0,True,2,01/1744-1,01/1744-1,2026-01-31 22:35:55.895098,2026-01-31 22:35:55.897532
591,Voronoi game on polygons,voronoi game on polygons,DBLP:journals/tcs/BanikDDMS21,article,2021,Theor. Comput. Sci.,,882,,125--142,,,,https://doi.org/10.1016/j.tcs.2021.06.023,10.1016/J.TCS.2021.06.023,,https://dblp.org/rec/journals/tcs/BanikDDMS21.bib,"dblp computer science bibliography, https://dblp.org",,,"Tue, 21 Mar 2023 00:00:00 +0100",0,True,5,263/4582-1,263/4582-1,2026-01-31 22:36:02.730493,2026-01-31 22:36:02.733879
592,Approximation Algorithms for Orthogonal Line Centers,approximation algorithms for orthogonal line centers,DBLP:conf/caldam/DasDM21,conference,2021,,"Algorithms and Discrete Applied Mathematics - 7th International Conference,
CALDAM 2021, Rupnagar, India, February 11-13, 2021, Proceedings",12601,,43--54,Springer,Lecture Notes in Computer Science,"Apurva Mudgal, C. R. Subramanian",https://doi.org/10.1007/978-3-030-67899-9_4,10.1007/978-3-030-67899-9_4,,https://dblp.org/rec/conf/caldam/DasDM21.bib,"dblp computer science bibliography, https://dblp.org",,,"Tue, 14 Feb 2023 22:22:07 +0100",0,True,3,263/4582-1,263/4582-1,2026-01-31 22:36:02.751856,2026-01-31 22:36:02.759795
593,Finding a Largest-Area Triangle in a Terrain in Near-Linear Time,finding a largestarea triangle in a terrain in nearlinear time,DBLP:conf/wads/CabelloDDM21,conference,2021,,"Algorithms and Data Structures - 17th International Symposium, WADS
2021, Virtual Event, August 9-11, 2021, Proceedings",12808,,258--270,Springer,Lecture Notes in Computer Science,"Anna Lubiw, Mohammad R. Salavatipour",https://doi.org/10.1007/978-3-030-83508-8_19,10.1007/978-3-030-83508-8_19,,https://dblp.org/rec/conf/wads/CabelloDDM21.bib,"dblp computer science bibliography, https://dblp.org",,,"Tue, 21 Mar 2023 00:00:00 +0100",0,True,4,263/4582-1,263/4582-1,2026-01-31 22:36:02.760218,2026-01-31 22:36:02.772308
594,Finding a Largest-Area Triangle in a Terrain in Near-Linear Time,finding a largestarea triangle in a terrain in nearlinear time,DBLP:journals/corr/abs-2104-11420,article,2021,CoRR,,abs/2104.11420,,,,,,https://arxiv.org/abs/2104.11420,,,https://dblp.org/rec/journals/corr/abs-2104-11420.bib,"dblp computer science bibliography, https://dblp.org",,,"Tue, 13 Dec 2022 00:00:00 +0100",0,True,4,263/4582-1,263/4582-1,2026-01-31 22:36:02.772554,2026-01-31 22:36:02.784852
64,Metaheuristic Approaches for Multiprocessor Scheduling,metaheuristic approaches for multiprocessor scheduling,DBLP:conf/socpros/MungandaS13,conference,2013,,"Proceedings of the Third International Conference on Soft Computing
for Problem Solving - SocProS 2013, Volume 1, Greater Noida Extension
Centre, IIT Roorkee, India, December 26-28, 2013",258,,721--731,Springer,Advances in Intelligent Systems and Computing,"Millie Pant, Kusum Deep, Atulya Nagar, Jagdish Chand Bansal",https://doi.org/10.1007/978-81-322-1771-8_62,10.1007/978-81-322-1771-8_62,,https://dblp.org/rec/conf/socpros/MungandaS13.bib,"dblp computer science bibliography, https://dblp.org",,,"Fri, 27 Dec 2019 00:00:00 +0100",0,True,2,01/1744-1,01/1744-1,2026-01-31 22:35:55.901800,2026-01-31 22:35:55.904304
65,"An exact approach for maximizing the lifetime of sensor networks with
adjustable sensing ranges",an exact approach for maximizing the lifetime of sensor networks with adjustable sensing ranges,DBLP:journals/cor/RossiSS12,article,2012,Comput. Oper. Res.,,39,12,3166--3176,,,,https://doi.org/10.1016/j.cor.2012.04.001,10.1016/J.COR.2012.04.001,,https://dblp.org/rec/journals/cor/RossiSS12.bib,"dblp computer science bibliography, https://dblp.org",,,"Sun, 02 Oct 2022 01:00:00 +0200",0,True,3,01/1744-1,01/1744-1,2026-01-31 22:35:55.908326,2026-01-31 22:35:55.916917
66,New heuristics for two bounded-degree spanning tree problems,new heuristics for two boundeddegree spanning tree problems,DBLP:journals/isci/SundarSR12,article,2012,Inf. Sci.,,195,,226--240,,,,https://doi.org/10.1016/j.ins.2012.01.037,10.1016/J.INS.2012.01.037,,https://dblp.org/rec/journals/isci/SundarSR12.bib,"dblp computer science bibliography, https://dblp.org",,,"Sun, 02 Oct 2022 01:00:00 +0200",0,True,3,01/1744-1,01/1744-1,2026-01-31 22:35:55.917204,2026-01-31 22:35:55.925560
67,"Hybrid heuristics for the single machine scheduling problem with quadratic
earliness and tardiness costs",hybrid heuristics for the single machine scheduling problem with quadratic earliness and tardiness costs,DBLP:journals/mlc/0001VM12,article,2012,Int. J. Mach. Learn. Cybern.,,3,4,327--333,,,,https://doi.org/10.1007/s13042-011-0067-3,10.1007/S13042-011-0067-3,,https://dblp.org/rec/journals/mlc/0001VM12.bib,"dblp computer science bibliography, https://dblp.org",,,"Sun, 02 Oct 2022 01:00:00 +0200",0,True,3,01/1744-1,01/1744-1,2026-01-31 22:35:55.925844,2026-01-31 22:35:55.929592
68,"Column generation algorithm for sensor coverage scheduling under bandwidth
constraints",column generation algorithm for sensor coverage scheduling under bandwidth constraints,DBLP:journals/networks/RossiSS12,article,2012,Networks,,60,3,141--154,,,,https://doi.org/10.1002/net.20466,10.1002/NET.20466,,https://dblp.org/rec/journals/networks/RossiSS12.bib,"dblp computer science bibliography, https://dblp.org",,,"Sun, 02 Oct 2022 01:00:00 +0200",0,True,3,01/1744-1,01/1744-1,2026-01-31 22:35:55.938439,2026-01-31 22:35:55.947095
69,A hybrid heuristic for the set covering problem,a hybrid heuristic for the set covering problem,DBLP:journals/or/SundarS12,article,2012,Oper. Res.,,12,3,345--365,,,,https://doi.org/10.1007/s12351-010-0086-y,10.1007/S12351-010-0086-Y,,https://dblp.org/rec/journals/or/SundarS12.bib,"dblp computer science bibliography, https://dblp.org",,,"Thu, 09 Jul 2020 01:00:00 +0200",0,True,2,01/1744-1,01/1744-1,2026-01-31 22:35:55.947440,2026-01-31 22:35:55.952176
922,Offline Handwritten Telugu Characters,offline handwritten telugu characters,DBLP:data/10/NegiR19,misc,2019,,,,,,IEEE DataPort,,,https://doi.org/10.21227/zhbj-g291,10.21227/ZHBJ-G291,,https://dblp.org/rec/data/10/NegiR19.bib,"dblp computer science bibliography, https://dblp.org",,,"Tue, 18 Jun 2024 01:00:00 +0200",0,True,2,73/4368,73/4368,2026-01-31 22:36:06.959896,2026-01-31 22:36:06.962747
923,A dynamic trust evolution model for MANETs based on mobility,a dynamic trust evolution model for manets based on mobility,DBLP:journals/ijahuc/ReddyVN18,article,2018,Int. J. Ad Hoc Ubiquitous Comput.,,28,4,230--246,,,,https://doi.org/10.1504/IJAHUC.2016.10001919,10.1504/IJAHUC.2016.10001919,,https://dblp.org/rec/journals/ijahuc/ReddyVN18.bib,"dblp computer science bibliography, https://dblp.org",,,"Sun, 15 Mar 2020 00:00:00 +0100",0,True,3,73/4368,73/4368,2026-01-31 22:36:06.966232,2026-01-31 22:36:06.975379
